# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.51
            2 16.19
            3 15.33
            4 14.74
            5 14.49
            6 14.5
            7 15.22
            8 15.81
            9 16.81
            10 19.0
            11 20.87
            12 21.72
            13 22.07
            14 23.26
            15 23.48
            16 22.16
            17 21.38
            18 21.13
            19 21.71
            20 23.24
            21 24.46
            22 23.82
            23 21.51
            24 19.19
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 14.01
            2 12.95
            3 12.26
            4 11.79
            5 11.59
            6 11.6
            7 12.18
            8 12.65
            9 13.44
            10 15.2
            11 16.69
            12 17.37
            13 17.66
            14 18.61
            15 18.78
            16 17.73
            17 17.1
            18 16.91
            19 17.37
            20 18.6
            21 19.57
            22 19.06
            23 17.21
            24 15.35
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 21.01
            2 19.43
            3 18.39
            4 17.69
            5 17.39
            6 17.4
            7 18.27
            8 18.98
            9 20.17
            10 22.8
            11 25.04
            12 26.06
            13 26.48
            14 27.91
            15 28.17
            16 26.59
            17 25.65
            18 25.36
            19 26.05
            20 27.89
            21 29.35
            22 28.59
            23 25.81
            24 23.03
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 7.0
            2 6.48
            3 6.13
            4 5.9
            5 5.8
            6 5.8
            7 6.09
            8 6.33
            9 6.72
            10 7.6
            11 8.35
            12 8.69
            13 8.83
            14 9.3
            15 9.39
            16 8.86
            17 8.55
            18 8.45
            19 8.68
            20 9.3
            21 9.78
            22 9.53
            23 8.6
            24 7.68
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 42.02
            2 38.85
            3 36.78
            4 35.38
            5 34.78
            6 34.8
            7 36.53
            8 37.95
            9 40.33
            10 45.6
            11 50.08
            12 52.12
            13 52.97
            14 55.82
            15 56.34
            16 53.18
            17 51.3
            18 50.72
            19 52.1
            20 55.79
            21 58.7
            22 57.17
            23 51.63
            24 46.06
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
