# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.32
            2 15.81
            3 15.06
            4 14.65
            5 14.71
            6 15.54
            7 18.5
            8 22.57
            9 25.42
            10 26.72
            11 27.62
            12 28.31
            13 28.93
            14 30.01
            15 30.33
            16 29.44
            17 28.44
            18 28.08
            19 27.7
            20 28.77
            21 29.04
            22 26.83
            23 23.54
            24 20.31
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 13.86
            2 12.65
            3 12.05
            4 11.72
            5 11.77
            6 12.43
            7 14.8
            8 18.06
            9 20.34
            10 21.38
            11 22.1
            12 22.65
            13 23.14
            14 24.01
            15 24.26
            16 23.55
            17 22.75
            18 22.46
            19 22.16
            20 23.02
            21 23.24
            22 21.46
            23 18.84
            24 16.25
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 20.78
            2 18.97
            3 18.07
            4 17.58
            5 17.65
            6 18.64
            7 22.2
            8 27.09
            9 30.51
            10 32.07
            11 33.15
            12 33.97
            13 34.72
            14 36.01
            15 36.4
            16 35.33
            17 34.12
            18 33.7
            19 33.24
            20 34.52
            21 34.85
            22 32.2
            23 28.25
            24 24.37
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 6.93
            2 6.32
            3 6.02
            4 5.86
            5 5.88
            6 6.21
            7 7.4
            8 9.03
            9 10.17
            10 10.69
            11 11.05
            12 11.32
            13 11.57
            14 12.0
            15 12.13
            16 11.78
            17 11.37
            18 11.23
            19 11.08
            20 11.51
            21 11.62
            22 10.73
            23 9.42
            24 8.12
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 41.57
            2 37.95
            3 36.15
            4 35.16
            5 35.3
            6 37.29
            7 44.4
            8 54.18
            9 61.01
            10 64.14
            11 66.3
            12 67.94
            13 69.43
            14 72.02
            15 72.79
            16 70.65
            17 68.24
            18 67.39
            19 66.48
            20 69.05
            21 69.71
            22 64.39
            23 56.51
            24 48.74
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
