# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.24
            2 15.7
            3 14.11
            4 14.65
            5 13.86
            6 13.71
            7 14.04
            8 14.78
            9 15.53
            10 17.75
            11 19.88
            12 21.22
            13 21.98
            14 22.63
            15 23.8
            16 23.36
            17 21.42
            18 20.46
            19 20.52
            20 22.38
            21 23.22
            22 23.65
            23 22.8
            24 20.33
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 13.79
            2 12.56
            3 11.29
            4 11.72
            5 11.08
            6 10.97
            7 11.24
            8 11.82
            9 12.43
            10 14.2
            11 15.9
            12 16.98
            13 17.59
            14 18.1
            15 19.04
            16 18.69
            17 17.14
            18 16.37
            19 16.42
            20 17.9
            21 18.58
            22 18.92
            23 18.24
            24 16.27
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 20.69
            2 18.84
            3 16.93
            4 17.58
            5 16.63
            6 16.46
            7 16.85
            8 17.73
            9 18.64
            10 21.3
            11 23.86
            12 25.47
            13 26.38
            14 27.15
            15 28.56
            16 28.03
            17 25.7
            18 24.56
            19 24.63
            20 26.85
            21 27.86
            22 28.38
            23 27.36
            24 24.4
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 6.9
            2 6.28
            3 5.64
            4 5.86
            5 5.54
            6 5.49
            7 5.62
            8 5.91
            9 6.21
            10 7.1
            11 7.95
            12 8.49
            13 8.79
            14 9.05
            15 9.52
            16 9.34
            17 8.57
            18 8.19
            19 8.21
            20 8.95
            21 9.29
            22 9.46
            23 9.12
            24 8.13
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 41.38
            2 37.67
            3 33.86
            4 35.16
            5 33.25
            6 32.91
            7 33.71
            8 35.46
            9 37.28
            10 42.59
            11 47.71
            12 50.94
            13 52.76
            14 54.31
            15 57.12
            16 56.06
            17 51.41
            18 49.11
            19 49.26
            20 53.71
            21 55.73
            22 56.77
            23 54.72
            24 48.8
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
