# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 16.81
            2 15.2
            3 14.55
            4 14.2
            5 14.05
            6 14.83
            7 17.58
            8 21.42
            9 24.02
            10 25.2
            11 26.2
            12 26.91
            13 27.32
            14 28.36
            15 28.4
            16 27.39
            17 26.69
            18 26.28
            19 25.89
            20 27.44
            21 27.65
            22 25.8
            23 22.62
            24 19.46
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 13.45
            2 12.16
            3 11.64
            4 11.36
            5 11.24
            6 11.87
            7 14.06
            8 17.14
            9 19.22
            10 20.16
            11 20.96
            12 21.53
            13 21.85
            14 22.69
            15 22.72
            16 21.91
            17 21.35
            18 21.03
            19 20.71
            20 21.95
            21 22.12
            22 20.64
            23 18.09
            24 15.56
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 20.17
            2 18.24
            3 17.46
            4 17.03
            5 16.86
            6 17.8
            7 21.09
            8 25.71
            9 28.83
            10 30.24
            11 31.44
            12 32.29
            13 32.78
            14 34.04
            15 34.08
            16 32.87
            17 32.02
            18 31.54
            19 31.07
            20 32.93
            21 33.18
            22 30.96
            23 27.14
            24 23.35
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 6.72
            2 6.08
            3 5.82
            4 5.68
            5 5.62
            6 5.93
            7 7.03
            8 8.57
            9 9.61
            10 10.08
            11 10.48
            12 10.76
            13 10.93
            14 11.35
            15 11.36
            16 10.96
            17 10.67
            18 10.51
            19 10.36
            20 10.98
            21 11.06
            22 10.32
            23 9.05
            24 7.78
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 40.35
            2 36.47
            3 34.93
            4 34.07
            5 33.73
            6 35.6
            7 42.19
            8 51.42
            9 57.66
            10 60.48
            11 62.88
            12 64.58
            13 65.56
            14 68.07
            15 68.16
            16 65.74
            17 64.05
            18 63.08
            19 62.14
            20 65.85
            21 66.37
            22 61.92
            23 54.28
            24 46.69
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
