# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.95
            2 16.31
            3 15.67
            4 15.26
            5 15.14
            6 15.84
            7 19.03
            8 23.39
            9 26.1
            10 27.53
            11 28.89
            12 29.39
            13 30.09
            14 30.3
            15 29.58
            16 28.46
            17 27.6
            18 26.76
            19 25.98
            20 27.2
            21 27.14
            22 25.23
            23 22.3
            24 19.49
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 14.36
            2 13.05
            3 12.54
            4 12.21
            5 12.11
            6 12.67
            7 15.23
            8 18.71
            9 20.88
            10 22.02
            11 23.11
            12 23.51
            13 24.07
            14 24.24
            15 23.66
            16 22.77
            17 22.08
            18 21.41
            19 20.78
            20 21.76
            21 21.72
            22 20.18
            23 17.84
            24 15.59
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 21.54
            2 19.58
            3 18.81
            4 18.31
            5 18.17
            6 19.01
            7 22.84
            8 28.07
            9 31.32
            10 33.03
            11 34.67
            12 35.27
            13 36.1
            14 36.36
            15 35.49
            16 34.16
            17 33.12
            18 32.12
            19 31.17
            20 32.64
            21 32.57
            22 30.27
            23 26.77
            24 23.39
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 7.18
            2 6.53
            3 6.27
            4 6.1
            5 6.06
            6 6.34
            7 7.61
            8 9.36
            9 10.44
            10 11.01
            11 11.56
            12 11.76
            13 12.03
            14 12.12
            15 11.83
            16 11.39
            17 11.04
            18 10.71
            19 10.39
            20 10.88
            21 10.86
            22 10.09
            23 8.92
            24 7.8
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 43.08
            2 39.15
            3 37.61
            4 36.63
            5 36.33
            6 38.02
            7 45.68
            8 56.14
            9 62.64
            10 66.07
            11 69.34
            12 70.54
            13 72.21
            14 72.72
            15 70.98
            16 68.31
            17 66.23
            18 64.23
            19 62.35
            20 65.28
            21 65.15
            22 60.54
            23 53.53
            24 46.78
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
