# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.46
            2 15.88
            3 15.21
            4 14.85
            5 14.75
            6 15.38
            7 18.48
            8 22.58
            9 25.14
            10 26.5
            11 27.74
            12 28.13
            13 28.97
            14 29.7
            15 29.63
            16 28.64
            17 27.78
            18 27.51
            19 27.05
            20 28.67
            21 28.91
            22 26.62
            23 23.43
            24 20.39
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 13.97
            2 12.71
            3 12.17
            4 11.88
            5 11.8
            6 12.3
            7 14.78
            8 18.06
            9 20.11
            10 21.2
            11 22.19
            12 22.5
            13 23.18
            14 23.76
            15 23.7
            16 22.91
            17 22.22
            18 22.01
            19 21.64
            20 22.94
            21 23.13
            22 21.3
            23 18.75
            24 16.31
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 20.95
            2 19.06
            3 18.25
            4 17.82
            5 17.7
            6 18.45
            7 22.17
            8 27.09
            9 30.17
            10 31.8
            11 33.29
            12 33.75
            13 34.77
            14 35.64
            15 35.56
            16 34.37
            17 33.33
            18 33.01
            19 32.46
            20 34.41
            21 34.69
            22 31.95
            23 28.12
            24 24.47
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 6.98
            2 6.35
            3 6.08
            4 5.94
            5 5.9
            6 6.15
            7 7.39
            8 9.03
            9 10.06
            10 10.6
            11 11.1
            12 11.25
            13 11.59
            14 11.88
            15 11.85
            16 11.46
            17 11.11
            18 11.0
            19 10.82
            20 11.47
            21 11.56
            22 10.65
            23 9.37
            24 8.16
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 41.9
            2 38.12
            3 36.5
            4 35.65
            5 35.39
            6 36.9
            7 44.34
            8 54.19
            9 60.33
            10 63.59
            11 66.58
            12 67.5
            13 69.53
            14 71.28
            15 71.11
            16 68.74
            17 66.66
            18 66.02
            19 64.93
            20 68.82
            21 69.39
            22 63.9
            23 56.24
            24 48.94
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
