# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.24
            2 15.9
            3 15.03
            4 14.49
            5 14.36
            6 14.47
            7 15.7
            8 16.97
            9 18.44
            10 20.88
            11 22.44
            12 22.97
            13 23.24
            14 24.01
            15 23.97
            16 22.34
            17 21.34
            18 21.02
            19 20.92
            20 22.42
            21 23.02
            22 22.49
            23 20.48
            24 18.61
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 13.79
            2 12.72
            3 12.03
            4 11.59
            5 11.49
            6 11.58
            7 12.56
            8 13.57
            9 14.75
            10 16.7
            11 17.95
            12 18.38
            13 18.59
            14 19.21
            15 19.18
            16 17.87
            17 17.07
            18 16.82
            19 16.73
            20 17.93
            21 18.42
            22 17.99
            23 16.38
            24 14.89
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 20.69
            2 19.08
            3 18.04
            4 17.39
            5 17.24
            6 17.37
            7 18.84
            8 20.36
            9 22.13
            10 25.05
            11 26.92
            12 27.56
            13 27.89
            14 28.81
            15 28.77
            16 26.81
            17 25.61
            18 25.23
            19 25.1
            20 26.9
            21 27.63
            22 26.99
            23 24.57
            24 22.34
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 6.9
            2 6.36
            3 6.01
            4 5.8
            5 5.75
            6 5.79
            7 6.28
            8 6.79
            9 7.38
            10 8.35
            11 8.97
            12 9.19
            13 9.3
            14 9.6
            15 9.59
            16 8.94
            17 8.54
            18 8.41
            19 8.37
            20 8.97
            21 9.21
            22 9.0
            23 8.19
            24 7.45
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 41.37
            2 38.15
            3 36.08
            4 34.78
            5 34.47
            6 34.73
            7 37.68
            8 40.72
            9 44.25
            10 50.11
            11 53.85
            12 55.13
            13 55.78
            14 57.62
            15 57.53
            16 53.62
            17 51.22
            18 50.46
            19 50.2
            20 53.8
            21 55.26
            22 53.98
            23 49.15
            24 44.67
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
