# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.11
            2 15.63
            3 14.83
            4 14.42
            5 14.44
            6 14.91
            7 17.5
            8 21.41
            9 23.98
            10 24.99
            11 25.72
            12 26.4
            13 26.85
            14 27.26
            15 27.58
            16 26.05
            17 25.12
            18 24.71
            19 24.58
            20 25.69
            21 25.75
            22 24.04
            23 21.45
            24 19.25
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 13.69
            2 12.51
            3 11.86
            4 11.54
            5 11.55
            6 11.93
            7 14.0
            8 17.12
            9 19.18
            10 19.99
            11 20.57
            12 21.12
            13 21.48
            14 21.81
            15 22.07
            16 20.84
            17 20.1
            18 19.77
            19 19.67
            20 20.55
            21 20.6
            22 19.23
            23 17.16
            24 15.4
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 20.54
            2 18.76
            3 17.8
            4 17.3
            5 17.32
            6 17.89
            7 21.0
            8 25.69
            9 28.77
            10 29.99
            11 30.86
            12 31.68
            13 32.22
            14 32.71
            15 33.1
            16 31.26
            17 30.14
            18 29.65
            19 29.5
            20 30.83
            21 30.9
            22 28.85
            23 25.74
            24 23.1
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 6.85
            2 6.25
            3 5.93
            4 5.77
            5 5.77
            6 5.96
            7 7.0
            8 8.56
            9 9.59
            10 10.0
            11 10.29
            12 10.56
            13 10.74
            14 10.9
            15 11.03
            16 10.42
            17 10.05
            18 9.88
            19 9.83
            20 10.28
            21 10.3
            22 9.62
            23 8.58
            24 7.7
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 41.07
            2 37.52
            3 35.59
            4 34.61
            5 34.65
            6 35.79
            7 42.0
            8 51.37
            9 57.54
            10 59.97
            11 61.72
            12 63.36
            13 64.44
            14 65.43
            15 66.2
            16 62.53
            17 60.29
            18 59.3
            19 59.0
            20 61.65
            21 61.8
            22 57.7
            23 51.49
            24 46.2
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
