# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 18.07
            2 16.42
            3 15.68
            4 15.27
            5 15.15
            6 15.9
            7 18.8
            8 22.9
            9 25.53
            10 27.09
            11 28.28
            12 29.27
            13 29.8
            14 30.12
            15 30.0
            16 29.27
            17 28.32
            18 27.73
            19 26.85
            20 27.47
            21 27.77
            22 25.77
            23 22.65
            24 19.81
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 14.46
            2 13.13
            3 12.55
            4 12.22
            5 12.12
            6 12.72
            7 15.04
            8 18.32
            9 20.43
            10 21.68
            11 22.62
            12 23.41
            13 23.84
            14 24.1
            15 24.0
            16 23.42
            17 22.66
            18 22.18
            19 21.48
            20 21.98
            21 22.22
            22 20.62
            23 18.12
            24 15.85
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 21.69
            2 19.7
            3 18.82
            4 18.33
            5 18.18
            6 19.08
            7 22.56
            8 27.48
            9 30.64
            10 32.51
            11 33.93
            12 35.12
            13 35.76
            14 36.15
            15 36.0
            16 35.13
            17 33.99
            18 33.27
            19 32.22
            20 32.97
            21 33.32
            22 30.93
            23 27.18
            24 23.77
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 7.23
            2 6.57
            3 6.27
            4 6.11
            5 6.06
            6 6.36
            7 7.52
            8 9.16
            9 10.21
            10 10.84
            11 11.31
            12 11.71
            13 11.92
            14 12.05
            15 12.0
            16 11.71
            17 11.33
            18 11.09
            19 10.74
            20 10.99
            21 11.11
            22 10.31
            23 9.06
            24 7.92
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 43.38
            2 39.4
            3 37.64
            4 36.65
            5 36.35
            6 38.17
            7 45.11
            8 54.97
            9 61.28
            10 65.03
            11 67.87
            12 70.24
            13 71.51
            14 72.29
            15 72.0
            16 70.26
            17 67.98
            18 66.55
            19 64.44
            20 65.94
            21 66.65
            22 61.86
            23 54.36
            24 47.54
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
