# Parameters for Flexible Demand Model 
## Central Demand
param FD := 1 17.34
            2 15.66
            3 14.8
            4 14.49
            5 14.44
            6 14.97
            7 17.59
            8 21.21
            9 23.56
            10 24.8
            11 25.83
            12 26.3
            13 26.08
            14 26.99
            15 27.79
            16 27.08
            17 26.03
            18 25.49
            19 24.8
            20 25.36
            21 25.69
            22 24.13
            23 21.57
            24 19.5
; 
 
## Lower Bound on Flexible Demand 
param FD_L := 1 13.87
            2 12.53
            3 11.84
            4 11.59
            5 11.55
            6 11.98
            7 14.07
            8 16.97
            9 18.84
            10 19.84
            11 20.66
            12 21.04
            13 20.86
            14 21.59
            15 22.23
            16 21.66
            17 20.82
            18 20.39
            19 19.84
            20 20.28
            21 20.55
            22 19.31
            23 17.26
            24 15.6
; 
 
## Upper Bound on Flexible Demand 
param FD_U := 1 20.81
            2 18.79
            3 17.76
            4 17.39
            5 17.33
            6 17.97
            7 21.1
            8 25.45
            9 28.27
            10 29.76
            11 30.99
            12 31.56
            13 31.3
            14 32.38
            15 33.35
            16 32.49
            17 31.23
            18 30.59
            19 29.76
            20 30.43
            21 30.83
            22 28.96
            23 25.89
            24 23.4
; 
 
## Upper Bound on Upwards Reserve Provided by Flexible Demand 
param RUFD := 1 6.94
            2 6.26
            3 5.92
            4 5.8
            5 5.78
            6 5.99
            7 7.03
            8 8.48
            9 9.42
            10 9.92
            11 10.33
            12 10.52
            13 10.43
            14 10.79
            15 11.12
            16 10.83
            17 10.41
            18 10.2
            19 9.92
            20 10.14
            21 10.28
            22 9.65
            23 8.63
            24 7.8
; 
 
## Upper Bound on Downwards Reserve Provided by Flexible Demand 
param RDFD := 1 41.62
            2 37.59
            3 35.51
            4 34.78
            5 34.65
            6 35.93
            7 42.21
            8 50.91
            9 56.53
            10 59.52
            11 61.99
            12 63.12
            13 62.59
            14 64.77
            15 66.69
            16 64.98
            17 62.46
            18 61.17
            19 59.52
            20 60.85
            21 61.66
            22 57.92
            23 51.77
            24 46.79
; 
 
## Number nFI of time intervals in which a certain fraction of the demand has to be met (card(set F)) 
param nFI := 2; 
 
## First time step of interval f in FI 
param TF_L :=   1 7 
                2 18
; 
 
## Last time step of interval f in FI
param TF_U :=   1 9 
                2 22
; 
 
## Fraction of central demand that needs to be met during interval f in FI 
param coef_FD :=    1 1 
                    2 1
; 
 
## Cost per unit of flexible demand activated [EUR]
param C_FD := 1; 
